REF,ChangeKey,Unnamed: 0,Company Name,Location,Country,Space_Code,,Launch Date,Datum,Vehicle Type,Detail,Status Rocket, Rocket,Status Mission
111,CASC43694,111,CASC,"Site 95, Jiuquan Satellite Launch Center, China",China,Site,,8/17/2019,"Sat Aug 17, 2019 04:11 UTC",Jielong-1 ,Jielong-1 | Tianqi-4 & Others,StatusActive,7.5,Success
112,ULA43685,112,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,SLC-41,,8/8/2019,"Thu Aug 08, 2019 10:13 UTC",Atlas V 551 ,Atlas V 551 | AEHF 5,StatusActive,153,Success
113,SpaceX43683,113,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,SLC-40,,8/6/2019,"Tue Aug 06, 2019 23:23 UTC",Falcon 9 Block 5 ,Falcon 9 Block 5 | AMOS-17,StatusActive,50,Success
114,Arianespace43683,114,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,8/6/2019,"Tue Aug 06, 2019 19:30 UTC",Ariane 5 ECA ,Ariane 5 ECA | EDRS-C/HYLAS 3 & Intelsat 39,StatusActive,200,Success
115,Roscosmos43682,115,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,8/5/2019,"Mon Aug 05, 2019 21:56 UTC",Proton-M/Briz-M ,Proton-M/Briz-M | Cosmos 2539,StatusActive,65,Success
116,Roscosmos43677,116,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,7/31/2019,"Wed Jul 31, 2019 12:10 UTC",Soyuz 2.1a ,Soyuz 2.1a | Progress MS-12,StatusActive,48.5,Success
117,VKS RF43676,117,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,Site,,7/30/2019,"Tue Jul 30, 2019 05:56 UTC",Soyuz 2.1a/Fregat-M ,Soyuz 2.1a/Fregat-M | Meridian-M nâ€ Â­18L,StatusActive,48.5,Success
118,CASC43672,118,CASC,"LC-3, Xichang Satellite Launch Center, China",China,LC-3,,7/26/2019,"Fri Jul 26, 2019 03:57 UTC",Long March 2C ,Long March 2C | Yaogan-30-05,StatusActive,30.8,Success
119,SpaceX43671,119,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,SLC-40,,7/25/2019,"Thu Jul 25, 2019 22:01 UTC",Falcon 9 Block 5 ,Falcon 9 Block 5 | CRS-18,StatusActive,50,Success
120,i-Space43671,120,i-Space,"Site 95, Jiuquan Satellite Launch Center, China",China,Site,,7/25/2019,"Thu Jul 25, 2019 05:00 UTC",Hyperbola-1 ,Hyperbola-1 | CAS-7B & Others,StatusActive,,Success
121,ISRO43668,121,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,Second,,7/22/2019,"Mon Jul 22, 2019 09:13 UTC",GSLV Mk III ,GSLV Mk III | Chandrayaan-2 lunar mission,StatusActive,62,Success
122,Roscosmos43666,122,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,7/20/2019,"Sat Jul 20, 2019 16:28 UTC",Soyuz FG ,Soyuz FG | Soyuz MS-13 (59S),StatusRetired,,Success
123,Roscosmos43659,123,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,7/13/2019,"Sat Jul 13, 2019 12:31 UTC",Proton-M/DM-3 ,Proton-M/DM-3 | Spektr-RG,StatusActive,65,Success
124,Arianespace43657,124,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,ELV-1,,7/11/2019,"Thu Jul 11, 2019 01:53 UTC",Vega ,Vega | Falcon Eye 1,StatusActive,37,Failure
125,VKS RF43656,125,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,Site,,7/10/2019,"Wed Jul 10, 2019 17:14 UTC",Soyuz 2.1v/Volga ,Soyuz 2.1v/Volga | Cosmos 2535 to 2538,StatusActive,,Success
126,Roscosmos43651,126,Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",Russia,Site,,7/5/2019,"Fri Jul 05, 2019 05:41 UTC",Soyuz 2.1b/Fregat-M ,"Soyuz 2.1b/Fregat-M | Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others",StatusActive,,Success
127,Exos43645,127,Exos,"Vertical Launch Area, Spaceport America, New Mexico",Mexico,Vertical,,6/29/2019,"Sat Jun 29, 2019 18:00 UTC",SARGE ,SARGE | Launch 3,StatusActive,,Partial Failure
128,Rocket Lab43645,128,Rocket Lab,"Rocket Lab LC-1A, M?Âhia Peninsula, New Zealand",Zealand,Rocket,,6/29/2019,"Sat Jun 29, 2019 04:30 UTC",Electron/Curie ,Electron/Curie | Make it Rain,StatusActive,7.5,Success
129,SpaceX43641,129,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,6/25/2019,"Tue Jun 25, 2019 06:30 UTC",Falcon Heavy ,Falcon Heavy | STP-2,StatusActive,90,Success
130,CASC43640,130,CASC,"LC-3, Xichang Satellite Launch Center, China",China,LC-3,,6/24/2019,"Mon Jun 24, 2019 18:09 UTC",Long March 3B/E ,Long March 3B/E | Beidou-3 IGSO-2,StatusActive,29.15,Success
131,Arianespace43636,131,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,6/20/2019,"Thu Jun 20, 2019 21:43 UTC",Ariane 5 ECA ,Ariane 5 ECA | Eutelsat 7C &  AT&T T-16,StatusActive,200,Success
132,SpaceX43628,132,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",USA,SLC-4E,,6/12/2019,"Wed Jun 12, 2019 14:17 UTC",Falcon 9 Block 5 ,Falcon 9 Block 5 | RADARSAT Constellation,StatusActive,50,Success
133,CASC43621,133,CASC,"Tai Rui Barge, Yellow Sea",Sea,Tai,,6/5/2019,"Wed Jun 05, 2019 04:06 UTC",Long March 11H ,Long March 11H | Jilin-1 & Others,StatusActive,5.3,Success
134,Roscosmos43615,134,Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,5/30/2019,"Thu May 30, 2019 17:42 UTC",Proton-M/Briz-M ,Proton-M/Briz-M | Yamal-601,StatusActive,65,Success
135,Roscosmos43612,135,Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,Site,,5/27/2019,"Mon May 27, 2019 06:23 UTC",Soyuz 2.1b/Fregat-M ,Soyuz 2.1b/Fregat-M | Cosmos 2534,StatusActive,,Success
136,SpaceX43609,136,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,SLC-40,,5/24/2019,"Fri May 24, 2019 02:30 UTC",Falcon 9 Block 5 ,Falcon 9 Block 5 | Starlink V0.9,StatusActive,50,Success
137,CASC43607,137,CASC,"LC-9, Taiyuan Satellite Launch Center, China",China,LC-9,,5/22/2019,"Wed May 22, 2019 22:55 UTC",Long March 4C ,Long March 4C | Yaogan Weixing-33,StatusActive,64.68,Failure
138,ISRO43607,138,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,First,,5/22/2019,"Wed May 22, 2019 00:00 UTC",PSLV-CA ,PSLV-CA | RISAT-2B,StatusActive,21,Success
139,CASC43602,139,CASC,"LC-2, Xichang Satellite Launch Center, China",China,LC-2,,5/17/2019,"Fri May 17, 2019 15:48 UTC",Long March 3C/E ,Long March 3C/E | Beidou-2 G8,StatusActive,,Success
140,Rocket Lab43590,140,Rocket Lab,"Rocket Lab LC-1A, M?Âhia Peninsula, New Zealand",Zealand,Rocket,,5/5/2019,"Sun May 05, 2019 06:00 UTC",Electron/Curie ,Electron/Curie | That's a Funny Looking Cactus,StatusActive,7.5,Success
141,SpaceX43589,141,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,SLC-40,,5/4/2019,"Sat May 04, 2019 06:48 UTC",Falcon 9 Block 5 ,Falcon 9 Block 5 | CRS-17,StatusActive,50,Success
142,Blue Origin43587,142,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",USA,Blue,,5/2/2019,"Thu May 02, 2019 13:35 UTC",New Shepard ,New Shepard | NS-11,StatusActive,,Success
143,CASC43584,143,CASC,"Taiyuan Satellite Launch Center, China",China,Taiyuan,,4/29/2019,"Mon Apr 29, 2019 22:52 UTC",Long March 4B ,Long March 4B | Tianhui-2 Group 01,StatusActive,64.68,Success
144,CASC43575,144,CASC,"LC-3, Xichang Satellite Launch Center, China",China,LC-3,,4/20/2019,"Sat Apr 20, 2019 14:30 UTC",Long March 3B/E ,Long March 3B/E | Beidou-3 IGSO-1,StatusActive,29.15,Success
145,Northrop43572,145,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",USA,LP-0A,,4/17/2019,"Wed Apr 17, 2019 20:46 UTC",Antares 230 ,Antares 230 | CRS NG-11,StatusRetired,85,Success
146,SpaceX43566,146,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,4/11/2019,"Thu Apr 11, 2019 22:35 UTC",Falcon Heavy ,Falcon Heavy | ArabSat 6A,StatusActive,90,Success
147,Arianespace43559,147,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,ELS,,4/4/2019,"Thu Apr 04, 2019 17:04 UTC",Soyuz ST-B/Fregat-MT ,Soyuz ST-B/Fregat-MT | O3b FM17-FM20,StatusActive,,Success
148,Roscosmos43559,148,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,4/4/2019,"Thu Apr 04, 2019 11:01 UTC",Soyuz 2.1a ,Soyuz 2.1a | Progress MS-11 (72P),StatusActive,48.5,Success
149,ISRO43556,149,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,Second,,4/1/2019,"Mon Apr 01, 2019 03:57 UTC",PSLV-QL ,PSLV-QL | EMISAT & Rideshares,StatusActive,21,Success
150,CASC43555,150,CASC,"LC-2, Xichang Satellite Launch Center, China",China,LC-2,,3/31/2019,"Sun Mar 31, 2019 15:51 UTC",Long March 3B/E ,Long March 3B/E | Tianlian-2,StatusActive,29.15,Success
151,Rocket Lab43552,151,Rocket Lab,"Rocket Lab LC-1A, M?Âhia Peninsula, New Zealand",Zealand,Rocket,,3/28/2019,"Thu Mar 28, 2019 23:27 UTC",Electron/Curie ,Electron/Curie | Two Thumbs Up,StatusActive,7.5,Success
152,OneSpace43551,152,OneSpace,"Site 95, Jiuquan Satellite Launch Center, China",China,Site,,3/27/2019,"Wed Mar 27, 2019 09:39 UTC",OS-M1 ,OS-M1 | Lingque-1B,StatusActive,,Failure
153,Arianespace43546,153,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,ELV-1,,3/22/2019,"Fri Mar 22, 2019 01:50 UTC",Vega ,Vega | PRISMA,StatusActive,37,Success
154,ULA43540,154,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,SLC-37B,,3/16/2019,"Sat Mar 16, 2019 00:26 UTC","Delta IV Medium+ (5,4) ","Delta IV Medium+ (5,4) | WGS-10",StatusRetired,,Success
155,Roscosmos43538,155,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,3/14/2019,"Thu Mar 14, 2019 19:14 UTC",Soyuz FG ,Soyuz FG | Soyuz MS-12 (58S),StatusRetired,,Success
156,CASC43533,156,CASC,"LC-3, Xichang Satellite Launch Center, China",China,LC-3,,3/9/2019,"Sat Mar 09, 2019 16:28 UTC",Long March 3B/E ,Long March 3B/E | Zhongxing-6C,StatusActive,29.15,Success
157,Exos43526,157,Exos,"Vertical Launch Area, Spaceport America, New Mexico",Mexico,Vertical,,3/2/2019,"Sat Mar 02, 2019 17:45 UTC",SARGE ,SARGE | Launch 2,StatusActive,,Partial Failure
158,SpaceX43526,158,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,3/2/2019,"Sat Mar 02, 2019 07:49 UTC",Falcon 9 Block 5 ,Falcon 9 Block 5 | SpaceX Demo-1,StatusActive,50,Success
159,Arianespace43523,159,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,ELS,,2/27/2019,"Wed Feb 27, 2019 21:37 UTC",Soyuz ST-B/Fregat-M ,Soyuz ST-B/Fregat-M | OneWeb #1,StatusActive,,Success
160,SpaceX43518,160,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,SLC-40,,2/22/2019,"Fri Feb 22, 2019 01:45 UTC",Falcon 9 Block 5 ,Falcon 9 Block 5 | Nusantara Satu & Beresheet,StatusActive,50,Success
161,VKS RF43517,161,VKS RF,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,2/21/2019,"Thu Feb 21, 2019 16:47 UTC",Soyuz 2.1b/Fregat-M ,Soyuz 2.1b/Fregat-M | EgyptSat-A,StatusActive,,Success
162,Arianespace43501,162,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,2/5/2019,"Tue Feb 05, 2019 21:01 UTC",Ariane 5 ECA ,Ariane 5 ECA | GSAT-31 & Hellas-Sat-4,StatusActive,200,Success
163,ISA44232,163,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Iran,Imam,,2/5/2021,"Tue Feb 05, 2019 UTC",Safir-1B+ ,Safir-1B+ | Dousti,StatusActive,,Failure
164,ISRO43489,164,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,First,,1/24/2019,"Thu Jan 24, 2019 18:07 UTC",PSLV-DL ,PSLV-DL | Microsat-R,StatusActive,,Success
165,Blue Origin43488,165,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",USA,Blue,,1/23/2019,"Wed Jan 23, 2019 15:05 UTC",New Shepard ,New Shepard | NS-10,StatusActive,,Success
166,CASC43486,166,CASC,"Site 95, Jiuquan Satellite Launch Center, China",China,Site,,1/21/2019,"Mon Jan 21, 2019 05:42 UTC",Long March 11 ,Long March 11 | Jilin-1 Hyperspectral & Others,StatusActive,5.3,Success
167,ULA43484,167,ULA,"SLC-6, Vandenberg AFB, California, USA",USA,SLC-6,,1/19/2019,"Sat Jan 19, 2019 19:10 UTC",Delta IV Heavy ,Delta IV Heavy | NROL-71,StatusActive,350,Success
168,JAXA43483,168,JAXA,"Mu Pad, Uchinoura Space Center, Japan",Japan,Mu,,1/18/2019,"Fri Jan 18, 2019 00:50 UTC",Epsilon PBS ,Epsilon PBS | Innovative Satellite Technology Demonstration-1,StatusActive,39,Success
169,ISA43480,169,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Iran,Imam,,1/15/2019,"Tue Jan 15, 2019 00:30 UTC",Simorgh ,Simorgh | Payam-e Amirkabir,StatusActive,,Failure
170,SpaceX43476,170,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",USA,SLC-4E,,1/11/2019,"Fri Jan 11, 2019 15:31 UTC",Falcon 9 Block 5 ,Falcon 9 Block 5 | Iridium-8,StatusActive,50,Success
171,CASC43475,171,CASC,"LC-2, Xichang Satellite Launch Center, China",China,LC-2,,1/10/2019,"Thu Jan 10, 2019 17:11 UTC",Long March 3B/E ,Long March 3B/E | Zhongxing-2D (Chinasat-2D),StatusActive,29.15,Success
172,CASC43463,172,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",China,Site,,12/29/2018,"Sat Dec 29, 2018 08:02 UTC",Long March 2D/YZ-3 ,Long March 2D/YZ-3 | Hongyan-1,StatusActive,,Success
173,Roscosmos43461,173,Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",Russia,Site,,12/27/2018,"Thu Dec 27, 2018 02:07 UTC",Soyuz 2.1a/Fregat ,Soyuz 2.1a/Fregat | Kanopus-V No. 5-6 & Rideshares,StatusActive,48.5,Success
174,CASC43458,174,CASC,"LC-3, Xichang Satellite Launch Center, China",China,LC-3,,12/24/2018,"Mon Dec 24, 2018 16:53 UTC",Long March 3C/E ,Long March 3C/E | TJS-3,StatusActive,,Success
175,SpaceX43457,175,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,SLC-40,,12/23/2018,"Sun Dec 23, 2018 13:51 UTC",Falcon 9 Block 5 ,Falcon 9 Block 5 | GPS III SV01,StatusActive,50,Success
176,CASC43455,176,CASC,"Site 95, Jiuquan Satellite Launch Center, China",China,Site,,12/21/2018,"Fri Dec 21, 2018 23:51 UTC",Long March 11 ,Long March 11 | Hongyun-1,StatusActive,5.3,Success
177,VKS RF43455,177,VKS RF,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,12/21/2018,"Fri Dec 21, 2018 00:20 UTC",Proton-M/Briz-M ,Proton-M/Briz-M | Blagovest No.13L,StatusActive,65,Success
178,Arianespace43453,178,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,ELS,,12/19/2018,"Wed Dec 19, 2018 16:37 UTC",Soyuz ST-A/Fregat-M ,Soyuz ST-A/Fregat-M | CSO 1,StatusActive,,Success
179,ISRO43453,179,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,Second,,12/19/2018,"Wed Dec 19, 2018 10:40 UTC",GSLV Mk II ,GSLV Mk II | GSAT-7A,StatusActive,47,Success
180,Rocket Lab43450,180,Rocket Lab,"Rocket Lab LC-1A, M?Âhia Peninsula, New Zealand",Zealand,Rocket,,12/16/2018,"Sun Dec 16, 2018 06:33 UTC",Electron/Curie ,Electron/Curie | This one's for Pickering,StatusActive,7.5,Success
181,CASC43441,181,CASC,"LC-2, Xichang Satellite Launch Center, China",China,LC-2,,12/7/2018,"Fri Dec 07, 2018 18:23 UTC",Long March 3B/E ,Long March 3B/E | Chang'e-4,StatusActive,29.15,Success
182,CASC43441,182,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",China,Site,,12/7/2018,"Fri Dec 07, 2018 04:12 UTC",Long March 2D ,"Long March 2D | SaudiSAT 5A, & 5B and Others",StatusActive,29.75,Success
183,SpaceX43439,183,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,SLC-40,,12/5/2018,"Wed Dec 05, 2018 18:16 UTC",Falcon 9 Block 5 ,Falcon 9 Block 5 | CRS-16,StatusActive,50,Success
184,Arianespace43438,184,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,12/4/2018,"Tue Dec 04, 2018 20:37 UTC",Ariane 5 ECA ,Ariane 5 ECA | GSAT-11 & GEO-KOMPSAT 2A,StatusActive,200,Success
185,SpaceX43437,185,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",USA,SLC-4E,,12/3/2018,"Mon Dec 03, 2018 18:34 UTC",Falcon 9 Block 5 ,Falcon 9 Block 5 | Spaceflight SSO-A,StatusActive,50,Success
186,Roscosmos43437,186,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,12/3/2018,"Mon Dec 03, 2018 11:31 UTC",Soyuz FG ,Soyuz FG | Soyuz MS-11 (57S),StatusRetired,,Success
187,VKS RF43434,187,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,11/30/2018,"Fri Nov 30, 2018 02:27 UTC",Rokot/Briz KM ,Rokot/Briz KM | Cosmos 2530 to 2532,StatusRetired,41.8,Success
188,ISRO43433,188,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,First,,11/29/2018,"Thu Nov 29, 2018 04:27 UTC",PSLV-CA ,PSLV-CA | HySIS,StatusActive,21,Success
189,Arianespace43425,189,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,ELV-1,,11/21/2018,"Wed Nov 21, 2018 01:42 UTC",Vega ,Vega | Mohammed VI-B,StatusActive,37,Success
190,CASC43423,190,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",China,Site,,11/19/2018,"Mon Nov 19, 2018 23:40 UTC",Long March 2D ,"Long March 2D | Shiyan-6, Jiading-1 (OKW-01), & Others",StatusActive,29.75,Success
191,CASC43422,191,CASC,"LC-3, Xichang Satellite Launch Center, China",China,LC-3,,11/18/2018,"Sun Nov 18, 2018 18:07 UTC",Long March 3B/YZ-1 ,Long March 3B/YZ-1 | BeiDou-3 M17 & M18,StatusActive,,Success
192,Northrop43421,192,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",USA,LP-0A,,11/17/2018,"Sat Nov 17, 2018 09:01 UTC",Antares 230 ,Antares 230 | CRS NG-10,StatusRetired,85,Success
193,Roscosmos43420,193,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,11/16/2018,"Fri Nov 16, 2018 18:14 UTC",Soyuz FG ,Soyuz FG | Progress MS-10 (71P),StatusRetired,,Success
194,SpaceX43419,194,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,11/15/2018,"Thu Nov 15, 2018 20:46 UTC",Falcon 9 Block 5 ,Falcon 9 Block 5 | Es'hail 2,StatusActive,50,Success
195,ISRO43418,195,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,Second,,11/14/2018,"Wed Nov 14, 2018 11:38 UTC",GSLV Mk III ,GSLV Mk III | GSAT 29,StatusActive,62,Success
196,Rocket Lab43415,196,Rocket Lab,"Rocket Lab LC-1A, M?Âhia Peninsula, New Zealand",Zealand,Rocket,,11/11/2018,"Sun Nov 11, 2018 03:50 UTC",Electron/Curie ,Electron/Curie | It's Business Time,StatusActive,7.5,Success
197,Arianespace43411,197,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,ELS,,11/7/2018,"Wed Nov 07, 2018 00:47 UTC",Soyuz ST-B/Fregat-M ,Soyuz ST-B/Fregat-M | MetOp C,StatusActive,,Success
198,VKS RF43407,198,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,Site,,11/3/2018,"Sat Nov 03, 2018 20:17 UTC",Soyuz 2.1b/Fregat ,Soyuz 2.1b/Fregat | GLONASS-M No.54S,StatusActive,48.5,Success
199,CASC43405,199,CASC,"LC-2, Xichang Satellite Launch Center, China",China,LC-2,,11/1/2018,"Thu Nov 01, 2018 15:57 UTC",Long March 3B/E ,Long March 3B/E | Beidou-3 G1,StatusActive,29.15,Success
200,MHI43402,200,MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,LA-Y1,,10/29/2018,"Mon Oct 29, 2018 04:08 UTC",H-IIA 202 ,"H-IIA 202 | Ibuki 2, KhalifaSat & Others",StatusActive,90,Success
201,CASC43402,201,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",China,Site,,10/29/2018,"Mon Oct 29, 2018 00:47 UTC",Long March 2C ,"Long March 2C | CFOSAT, Zhaojin-1, Hongyan-1, & Others",StatusActive,30.8,Success
202,Landspace43400,202,Landspace,"Site 95, Jiuquan Satellite Launch Center, China",China,Site,,10/27/2018,"Sat Oct 27, 2018 08:00 UTC",ZhuQue-1 ,ZhuQue-1 | CCTV Future-1,StatusRetired,,Failure
203,Roscosmos43398,203,Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,Site,,10/25/2018,"Thu Oct 25, 2018 00:15 UTC",Soyuz 2.1b ,Soyuz 2.1b | Lotus-S No.4,StatusActive,35,Success
204,CASC43397,204,CASC,"LC-9, Taiyuan Satellite Launch Center, China",China,LC-9,,10/24/2018,"Wed Oct 24, 2018 22:57 UTC",Long March 4B ,Long March 4B | Haiyang-2B,StatusActive,64.68,Success
205,Arianespace43393,205,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,10/20/2018,"Sat Oct 20, 2018 01:45 UTC",Ariane 5 ECA ,Ariane 5 ECA | BepiColombo,StatusActive,200,Success
206,ULA43390,206,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,SLC-41,,10/17/2018,"Wed Oct 17, 2018 04:15 UTC",Atlas V 551 ,Atlas V 551 | AEHF-4,StatusActive,153,Success
207,CASC43388,207,CASC,"LC-3, Xichang Satellite Launch Center, China",China,LC-3,,10/15/2018,"Mon Oct 15, 2018 04:23 UTC",Long March 3B/YZ-1 ,Long March 3B/YZ-1 | BeiDou-3 M15 & M16,StatusActive,,Success
208,Roscosmos43384,208,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,10/11/2018,"Thu Oct 11, 2018 08:40 UTC",Soyuz FG ,Soyuz FG | Soyuz MS-10 (56S),StatusRetired,,Failure
209,CASC43382,209,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",China,Site,,10/9/2018,"Tue Oct 09, 2018 02:43 UTC",Long March 2C ,Long March 2C | Yaogan-32 Group 01,StatusActive,30.8,Success
210,SpaceX43381,210,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",USA,SLC-4E,,10/8/2018,"Mon Oct 08, 2018 02:21 UTC",Falcon 9 Block 5 ,Falcon 9 Block 5 | SAOCOM 1A,StatusActive,50,Success
211,ExPace43372,211,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",China,Site,,9/29/2018,"Sat Sep 29, 2018 04:13 UTC",Kuaizhou 1A ,Kuaizhou 1A | CentiSpace-1 S1,StatusActive,,Success
212,Arianespace43368,212,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,9/25/2018,"Tue Sep 25, 2018 22:38 UTC",Ariane 5 ECA ,Ariane 5 ECA | Horizons-3e & Azerspace 2/Intelsat 38,StatusActive,200,Success
213,MHI43365,213,MHI,"LA-Y2, Tanegashima Space Center, Japan",Japan,LA-Y2,,9/22/2018,"Sat Sep 22, 2018 17:52 UTC",H-IIB ,H-IIB | HTV-7,StatusRetired,112.5,Success
214,CASC43362,214,CASC,"LC-2, Xichang Satellite Launch Center, China",China,LC-2,,9/19/2018,"Wed Sep 19, 2018 14:07 UTC",Long March 3B/YZ-1 ,Long March 3B/YZ-1 | BeiDou-3 M13 & M14,StatusActive,,Success
215,ISRO43359,215,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,First,,9/16/2018,"Sun Sep 16, 2018 16:38 UTC",PSLV-CA ,PSLV-CA | SSTL-1 & NovaSAR-S,StatusActive,21,Success
216,ULA43358,216,ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,SLC-2W,,9/15/2018,"Sat Sep 15, 2018 13:02 UTC",Delta II 7420-10C ,Delta II 7420-10C | ICESat-2,StatusRetired,,Success
217,SpaceX43353,217,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,SLC-40,,9/10/2018,"Mon Sep 10, 2018 04:45 UTC",Falcon 9 Block 5 ,Falcon 9 Block 5 | Telstar 18V / APStar 5C,StatusActive,50,Success
218,CASC43350,218,CASC,"Taiyuan Satellite Launch Center, China",China,Taiyuan,,9/7/2018,"Fri Sep 07, 2018 03:15 UTC",Long March 2C ,Long March 2C | Haiyang 1C (HY-1C),StatusActive,30.8,Success
219,Exos43337,219,Exos,"Vertical Launch Area, Spaceport America, New Mexico",Mexico,Vertical,,8/25/2018,"Sat Aug 25, 2018 18:15 UTC",SARGE ,SARGE | Launch 1,StatusActive,,Partial Failure
220,CASC43336,220,CASC,"LC-3, Xichang Satellite Launch Center, China",China,LC-3,,8/24/2018,"Fri Aug 24, 2018 23:52 UTC",Long March 3B/YZ-1 ,Long March 3B/YZ-1 | BeiDou-3 M11 & M12,StatusActive,,Success
221,Arianespace43334,221,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,ELV-1,,8/22/2018,"Wed Aug 22, 2018 21:20 UTC",Vega ,Vega | ADM-Aeolus,StatusActive,37,Success
222,ULA43324,222,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,SLC-37B,,8/12/2018,"Sun Aug 12, 2018 07:31 UTC",Delta IV Heavy ,Delta IV Heavy | Parker Solar Probe,StatusActive,350,Success
